종목명,티커,매매상태,잔여비중 %,최신가,BUY가,전략수익률 %,현재손절가,3R 목표가,트레일링 기준,포착일,최신일,수익률 %,최대수익 %,최대낙폭 %,3R 달성일,1차매도가,종결일,종결가,종결사유,실현수익률 %,RS,MTT,시장상태,EARLY 상태,최초 EARLY일,최초 EARLY가,EARLY후 상승률 %,EARLY후 거래일,최초손절가,초과수익 %p,매수검토,매수품질,종합점수,섹터,섹터점수,섹터내순위,주봉상태,ATR20 %,기관적합,포착RS,등급근거,등급룰 버전,룰 버전,매도룰 버전
한국자산신탁,123890,OPEN,100.0,2565.0,2640.0,-2.840909090909094,2428.8,3273.5999999999995,INITIAL,2026-08-31,2026-09-07,-2.840909090909094,0.0,-2.840909090909094,,,,,,0.0,24.454035874439462,False,COUNTERTREND,FRESH,2026-08-20,2485.0,3.2193158953722323,12,2428.8,-5.412309174779805,대기,C,54.29,기타금융,49.8,8.0,RECOVERING,2.846590909090909,False,33.46843481509152,섹터 50 / 대장 8위 / 주봉 RECOVERING / ATR 2.8%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
LG에너지솔루션,373220,CLOSED,0.0,362500.0,378000.0,-8.06878306878307,347760.0,468720.0,INITIAL,2026-08-31,2026-09-07,-4.100529100529105,0.0,-8.06878306878307,,,2026-09-02,347500.0,STOP_LOSS,-8.06878306878307,21.90134529147982,False,COUNTERTREND,FRESH,2026-08-31,378000.0,-4.100529100529105,5,347760.0,-6.671929184399817,대기,C,49.65,전기·전자,47.599999999999994,138.0,RECOVERING,4.23941798941799,True,25.147553231228986,섹터 48 / 대장 138위 / 주봉 RECOVERING / ATR 4.2%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
JW중외제약,001060,OPEN,100.0,27200.0,29000.0,-6.206896551724139,26680.0,35960.0,INITIAL,2026-09-01,2026-09-07,-6.206896551724139,0.0,-6.379310344827582,,,,,,0.0,25.30493273542601,False,COUNTERTREND,FRESH,2026-08-12,30000.0,-9.333333333333337,17,26680.0,-8.541517225237115,대기,C,52.34,제약,50.0,15.0,RECOVERING,4.853448275862069,False,34.22085201793722,섹터 50 / 대장 15위 / 주봉 RECOVERING / ATR 4.9%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
롯데렌탈,089860,OPEN,100.0,50300.0,51400.0,-2.1400778210116767,47288.0,63736.0,INITIAL,2026-09-01,2026-09-07,-2.1400778210116767,0.0,-2.1400778210116767,,,,,,0.0,78.9854260089686,True,COUNTERTREND,NORMAL,2026-08-13,42500.0,18.352941176470594,16,47288.0,-4.474698494524654,대기,B,72.85,일반서비스,40.0,1.0,STRONG,4.494163424124514,True,82.42600896860986,섹터 40 / 대장 1위 / 주봉 STRONG / ATR 4.5%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
현대퓨처넷,126560,OPEN,100.0,3390.0,3425.0,-1.0218978102189746,3151.0,4247.0,INITIAL,2026-09-01,2026-09-07,-1.0218978102189746,0.0,-1.3138686131386912,,,,,,0.0,26.340807174887892,False,COUNTERTREND,FRESH,2026-08-03,3185.0,6.436420722135017,24,3151.0,-3.3565184837319517,대기,B,61.19,통신,49.2,1.0,RECOVERING,2.284671532846715,False,28.745515695067265,섹터 49 / 대장 1위 / 주봉 RECOVERING / ATR 2.3%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
아스플로,159010,OPEN,100.0,24100.0,24100.0,0.0,22172.0,29884.0,INITIAL,2026-09-02,2026-09-07,0.0,5.394190871369298,0.0,,,,,,0.0,96.29932735426009,True,COUNTERTREND,NO_EARLY,,,,,22172.0,-2.264981715963099,대기,B,63.27,기계·장비,24.199999999999996,1.0,STRONG,9.476141078838173,False,96.44730941704036,섹터 24 / 대장 1위 / 주봉 STRONG / ATR 9.5%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
리파인,377450,OPEN,100.0,16970.0,16800.0,1.0119047619047583,15456.0,20832.0,INITIAL,2026-09-02,2026-09-07,1.0119047619047583,1.0119047619047583,-0.23809523809523725,,,,,,0.0,87.01345291479821,False,COUNTERTREND,NORMAL,2026-08-05,13180.0,28.7556904400607,22,15456.0,-1.2530769540583409,대기,B,67.68,IT 서비스,22.799999999999997,5.0,STRONG,3.2589285714285716,False,87.30941704035875,섹터 23 / 대장 5위 / 주봉 STRONG / ATR 3.3%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
한진칼,180640,OPEN,100.0,148900.0,139100.0,7.045291157440681,127972.0,172484.0,INITIAL,2026-09-02,2026-09-07,7.045291157440681,7.045291157440681,-3.8102084831056815,,,,,,0.0,48.723094170403584,True,COUNTERTREND,NORMAL,2026-08-06,127200.0,17.05974842767295,21,127972.0,0.45244550807577166,대기,B,66.1,기타금융,61.8,6.0,STRONG,4.913731128684399,True,46.94730941704036,섹터 62 / 대장 6위 / 주봉 STRONG / ATR 4.9%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
한미사이언스,008930,OPEN,100.0,54200.0,51500.0,5.242718446601935,47380.0,63860.0,INITIAL,2026-09-03,2026-09-07,5.242718446601935,5.242718446601935,0.0,,,,,,0.0,74.36098654708519,False,COUNTERTREND,LATE,2026-08-04,39200.0,38.26530612244898,23,47380.0,-1.0786017793125824,우선검토,A,72.58,기타금융,64.6,1.0,STRONG,7.699029126213593,True,76.83140186915888,섹터 65 / 대장 1위 / 주봉 STRONG / ATR 7.7%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
한화생명,088350,OPEN,100.0,5890.0,6110.0,-3.6006546644844484,5621.2,7576.400000000001,INITIAL,2026-09-03,2026-09-07,-3.6006546644844484,0.0,-6.0556464811784005,,,,,,0.0,62.89237668161435,True,COUNTERTREND,FRESH,2026-08-14,5630.0,4.618117229129659,15,5621.2,-9.921974890398966,우선검토,A,76.55,보험,100.0,4.0,STRONG,5.703764320785598,True,78.42280373831775,섹터 100 / 대장 4위 / 주봉 STRONG / ATR 5.7%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
삼양사,145990,OPEN,100.0,47050.0,47400.0,-0.7383966244725704,43608.0,58776.0,INITIAL,2026-09-03,2026-09-07,-0.7383966244725704,0.0,-1.6877637130801704,,,,,,0.0,23.56614349775785,False,COUNTERTREND,FRESH,2026-08-26,45800.0,2.729257641921401,8,43608.0,-7.059716850387088,대기,B,65.79,음식료·담배,78.8,14.0,RECOVERING,2.109704641350211,False,27.608971962616824,섹터 79 / 대장 14위 / 주봉 RECOVERING / ATR 2.1%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
세아제강,306200,OPEN,100.0,145000.0,147500.0,-1.6949152542372836,135700.0,182900.0,INITIAL,2026-09-03,2026-09-07,-1.6949152542372836,0.0,-1.898305084745766,,,,,,0.0,27.1177130044843,False,COUNTERTREND,FRESH,2026-08-10,136300.0,6.382978723404253,19,135700.0,-8.016235480151801,대기,B,56.84,금속,63.400000000000006,20.0,RECOVERING,3.9864406779661015,False,35.52897196261682,섹터 63 / 대장 20위 / 주봉 RECOVERING / ATR 4.0%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
피에스케이홀딩스,031980,OPEN,100.0,156000.0,144000.0,8.333333333333325,132480.0,178560.0,INITIAL,2026-09-04,2026-09-07,8.333333333333325,8.333333333333325,0.0,,,,,,0.0,92.45179372197309,True,COUNTERTREND,NORMAL,2026-08-27,127000.0,22.83464566929134,7,132480.0,7.265109608686736,대기,B,56.24,기계·장비,28.199999999999996,7.0,GOOD,7.75,True,91.85986547085201,섹터 28 / 대장 7위 / 주봉 GOOD / ATR 7.8%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
코메론,049430,OPEN,100.0,21750.0,22450.0,-3.11804008908686,20654.0,27838.0,INITIAL,2026-09-04,2026-09-07,-3.11804008908686,0.0,-3.11804008908686,,,,,,0.0,86.902466367713,True,COUNTERTREND,NO_EARLY,,,,,20654.0,-4.186263813733449,대기,B,60.46,의료·정밀기기,7.6,3.0,STRONG,4.463251670378619,False,87.9383408071749,섹터 8 / 대장 3위 / 주봉 STRONG / ATR 4.5%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
인텍플러스,064290,OPEN,100.0,40600.0,40150.0,1.1207970112079746,36938.0,49786.0,INITIAL,2026-09-04,2026-09-07,1.1207970112079746,1.1207970112079746,0.0,,,,,,0.0,92.00784753363229,True,COUNTERTREND,FRESH,2026-09-04,40150.0,1.1207970112079746,1,36938.0,0.052573286561385935,대기,C,50.04,기계·장비,28.199999999999996,19.0,GOOD,9.570361145703611,True,92.30381165919283,섹터 28 / 대장 19위 / 주봉 GOOD / ATR 9.6%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
리파인,377450,OPEN,100.0,16970.0,16960.0,0.0589622641509413,15603.2,21030.399999999998,INITIAL,2026-09-04,2026-09-07,0.0589622641509413,0.0589622641509413,0.0,,,,,,0.0,87.01345291479821,False,COUNTERTREND,NORMAL,2026-08-05,13180.0,28.7556904400607,22,15603.2,-1.0092614604956474,대기,B,69.46,IT 서비스,26.8,5.0,STRONG,3.0689858490566038,False,87.75336322869956,섹터 27 / 대장 5위 / 주봉 STRONG / ATR 3.1%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
아세아제지,002310,OPEN,100.0,8980.0,8840.0,1.5837104072398134,8132.8,10961.599999999999,INITIAL,2026-09-04,2026-09-07,1.5837104072398134,1.5837104072398134,0.0,,,,,,0.0,29.411434977578477,False,COUNTERTREND,FRESH,2026-08-25,8560.0,4.90654205607477,9,8132.8,-3.0247885033671595,대기,B,62.95,종이·목재,88.0,6.0,RECOVERING,3.30316742081448,False,32.22309417040359,섹터 88 / 대장 6위 / 주봉 RECOVERING / ATR 3.3%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
삼천리,004690,OPEN,100.0,133400.0,136700.0,-2.4140453547915164,125764.0,169508.0,INITIAL,2026-09-04,2026-09-07,-2.4140453547915164,0.0,-2.4140453547915164,,,,,,0.0,25.41591928251121,False,COUNTERTREND,FRESH,2026-08-04,118900.0,12.195121951219523,23,125764.0,-7.022544265398489,우선검토,A,69.68,전기·가스,86.8,1.0,RECOVERING,2.53474762253109,False,31.076233183856505,섹터 87 / 대장 1위 / 주봉 RECOVERING / ATR 2.5%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
한진칼,180640,OPEN,100.0,148900.0,146000.0,1.9863013698630194,134320.0,181040.0,INITIAL,2026-09-04,2026-09-07,1.9863013698630194,1.9863013698630194,0.0,,,,,,0.0,48.723094170403584,True,COUNTERTREND,NORMAL,2026-08-06,127200.0,17.05974842767295,21,134320.0,-2.6221975407439535,우선검토,A,69.49,기타금융,66.0,5.0,STRONG,4.811643835616438,True,47.946188340807176,섹터 66 / 대장 5위 / 주봉 STRONG / ATR 4.8%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
진에어,272450,OPEN,100.0,6180.0,6140.0,0.6514657980456029,5648.8,7613.599999999999,INITIAL,2026-09-04,2026-09-07,0.6514657980456029,0.6514657980456029,0.0,,,,,,0.0,21.93834080717489,False,COUNTERTREND,FRESH,2026-09-04,6140.0,0.6514657980456029,1,5648.8,-3.95703311256137,대기,B,58.88,운송·창고,78.4,5.0,RECOVERING,3.3876221498371337,False,20.902466367713004,섹터 78 / 대장 5위 / 주봉 RECOVERING / ATR 3.4%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
티씨케이,064760,OPEN,100.0,268500.0,268500.0,0.0,247020.0,332940.0,INITIAL,2026-09-07,2026-09-07,0.0,0.0,0.0,,,,,,0.0,88.8262331838565,False,COUNTERTREND,FRESH,2026-08-14,244000.0,10.040983606557386,15,247020.0,0.0,대기,C,49.89,비금속,38.4,10.0,RECOVERING,7.787709497206705,True,88.8262331838565,섹터 38 / 대장 10위 / 주봉 RECOVERING / ATR 7.8%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
티에스이,131290,OPEN,100.0,261500.0,261500.0,0.0,240580.0,324260.0,INITIAL,2026-09-07,2026-09-07,0.0,0.0,0.0,,,,,,0.0,94.9304932735426,True,COUNTERTREND,NO_EARLY,,,,,240580.0,0.0,대기,C,53.11,의료·정밀기기,8.2,4.0,GOOD,9.120458891013385,True,94.9304932735426,섹터 8 / 대장 4위 / 주봉 GOOD / ATR 9.1%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
