종목명,티커,매매상태,잔여비중 %,최신가,BUY가,전략수익률 %,현재손절가,3R 목표가,트레일링 기준,포착일,최신일,수익률 %,최대수익 %,최대낙폭 %,3R 달성일,1차매도가,종결일,종결가,종결사유,실현수익률 %,RS,MTT,시장상태,EARLY 상태,최초 EARLY일,최초 EARLY가,EARLY후 상승률 %,EARLY후 거래일,최초손절가,초과수익 %p,매수검토,매수품질,종합점수,섹터,섹터점수,섹터내순위,주봉상태,ATR20 %,기관적합,포착RS,등급근거,등급룰 버전,룰 버전,매도룰 버전
아모레퍼시픽,090430,CLOSED,0.0,140500.0,150600.0,-8.16733067729084,138552.0,186744.0,INITIAL,2026-08-28,2026-09-11,-6.706507304116871,0.0,-8.16733067729084,,,2026-09-09,138300.0,STOP_LOSS,-8.16733067729084,39.6370093457944,True,COUNTERTREND,FRESH,2026-08-19,133100.0,5.559729526671675,17,138552.0,-8.489275595793854,대기,B,66.06,화학,71.4,32.0,RECOVERING,4.077025232403718,True,48.50186706497386,섹터 71 / 대장 32위 / 주봉 RECOVERING / ATR 4.1%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
한국철강,104700,OPEN,100.0,9510.0,10120.0,-6.027667984189722,9310.4,12548.800000000001,INITIAL,2026-08-28,2026-09-11,-6.027667984189722,0.0,-6.521739130434778,,,,,,0.0,23.426915887850466,False,COUNTERTREND,FRESH,2026-08-10,9770.0,-2.6612077789150423,23,9310.4,-7.810436275866706,대기,B,59.01,금속,67.4,33.0,RECOVERING,2.816205533596838,False,30.64637789395071,섹터 67 / 대장 33위 / 주봉 RECOVERING / ATR 2.8%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
한국콜마,161890,CLOSED,0.0,141300.0,161700.0,-9.83302411873841,148764.0,200508.0,INITIAL,2026-08-28,2026-09-11,-12.615955473098328,0.0,-13.790970933828072,,,2026-09-04,145800.0,STOP_LOSS,-9.83302411873841,85.26953271028037,True,COUNTERTREND,LATE,2026-08-04,101300.0,39.48667324777888,27,148764.0,-14.398723764775312,우선검토,S,82.97,화학,71.4,2.0,STRONG,5.667903525046382,True,90.16467513069455,섹터 71 / 대장 2위 / 주봉 STRONG / ATR 5.7%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
코스맥스,192820,CLOSED,0.0,270500.0,303000.0,-8.085808580858089,278760.0,375720.0,INITIAL,2026-08-28,2026-09-11,-10.726072607260729,0.0,-12.541254125412538,,,2026-09-02,278500.0,STOP_LOSS_GAP,-8.085808580858089,70.57682242990654,True,COUNTERTREND,LATE,2026-08-04,195200.0,38.57581967213115,27,278760.0,-12.508840898937713,대기,S,82.04,화학,71.4,3.0,STRONG,5.628712871287129,True,85.2109783420463,섹터 71 / 대장 3위 / 주봉 STRONG / ATR 5.6%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
에이피알,278470,CLOSED,0.0,372000.0,461500.0,-9.209100758396538,424580.0,572260.0,INITIAL,2026-08-28,2026-09-11,-19.39328277356447,0.650054171180936,-21.776814734561214,,,2026-09-02,419000.0,STOP_LOSS,-9.209100758396538,42.153644859813085,False,COUNTERTREND,FRESH,2026-08-12,397000.0,-6.297229219143574,21,424580.0,-21.176051065241452,대기,B,80.05,화학,71.4,8.0,STRONG,5.64192849404117,True,82.99290515309933,섹터 71 / 대장 8위 / 주봉 STRONG / ATR 5.6%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
한일시멘트,300720,OPEN,100.0,16600.0,16950.0,-2.0648967551622377,15594.0,21018.0,INITIAL,2026-08-28,2026-09-11,-2.0648967551622377,0.707964601769917,-3.303834808259587,,,,,,0.0,28.016074766355143,False,COUNTERTREND,FRESH,2026-08-19,15190.0,9.28242264647794,17,15594.0,-3.8476650468392215,대기,B,58.78,비금속,59.2,3.0,RECOVERING,2.8790560471976403,False,28.94585511575803,섹터 59 / 대장 3위 / 주봉 RECOVERING / ATR 2.9%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
디지털대성,068930,OPEN,100.0,8680.0,8660.0,0.23094688221709792,7967.200000000001,10738.399999999998,INITIAL,2026-08-31,2026-09-11,0.23094688221709792,0.23094688221709792,-1.9630484988452657,,,,,,0.0,80.56934579439252,False,COUNTERTREND,NO_EARLY,,,,,7967.200000000001,1.86706861446847,대기,B,62.21,일반서비스,41.6,11.0,RECOVERING,2.800230946882217,False,78.4011953679492,섹터 42 / 대장 11위 / 주봉 RECOVERING / ATR 2.8%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
이지바이오,353810,CLOSED,0.0,6120.0,6830.0,-9.809663250366029,6283.6,8469.199999999999,INITIAL,2026-08-31,2026-09-11,-10.395314787701315,0.0,-11.273792093704248,,,2026-09-07,6160.0,STOP_LOSS,-9.809663250366029,68.02317757009347,False,COUNTERTREND,NO_EARLY,,,,,6283.6,-8.759193055449943,대기,B,59.24,음식료·담배,58.0,17.0,RECOVERING,3.5065885797950216,False,78.8819574150168,섹터 58 / 대장 17위 / 주봉 RECOVERING / ATR 3.5%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
동원시스템즈,014820,CLOSED,0.0,21400.0,23200.0,-8.405172413793105,21344.0,28768.0,INITIAL,2026-08-31,2026-09-11,-7.758620689655171,0.0,-8.62068965517241,,,2026-09-09,21250.0,STOP_LOSS_GAP,-8.405172413793105,11.324859813084112,False,COUNTERTREND,FRESH,2026-08-07,22250.0,-3.8202247191011285,24,21344.0,-9.07665201507649,대기,B,55.56,화학,71.8,52.0,RECOVERING,3.8491379310344827,False,21.856182293612253,섹터 72 / 대장 52위 / 주봉 RECOVERING / ATR 3.8%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
하나금융지주,086790,OPEN,100.0,137800.0,136300.0,1.1005135730007387,125396.0,169012.0,INITIAL,2026-08-31,2026-09-11,1.1005135730007387,2.3477622890682337,-1.6874541452677971,,,,,,0.0,50.66579439252337,True,COUNTERTREND,FRESH,2026-08-03,126900.0,8.589440504334123,28,125396.0,-0.2175177524205818,대기,B,72.49,기타금융,49.8,7.0,STRONG,3.5179750550256785,True,55.91632424355622,섹터 50 / 대장 7위 / 주봉 STRONG / ATR 3.5%,kangto_rank_v1,kangto_core_v3,kangto_exit_v2
