capture_date,ticker,name,capture_close,source
2026-08-25,078930,GS,121800,web_legacy
2026-08-25,092230,KPX홀딩스,102500,web_legacy
2026-08-26,417310,코람코더원리츠,11030,web_legacy
2026-08-26,078935,GS우,65900,web_legacy
2026-08-25,161890,한국콜마,150000,web_legacy
2026-08-26,001450,현대해상,51500,web_legacy
